Numero_expedient;Descripcio_causa_mediata
2018S001363    ;No hi ha causa mediata
2018S002976    ;No hi ha causa mediata
2018S007159    ;No hi ha causa mediata
2018S003665    ;Cal̤ada en mal estat
2018S006042    ;No hi ha causa mediata
2018S006147    ;No hi ha causa mediata
2018S006174    ;No hi ha causa mediata
2018S005059    ;No hi ha causa mediata
2018S009218    ;No hi ha causa mediata
2018S007739    ;No hi ha causa mediata
2018S006406    ;No hi ha causa mediata
2018S001670    ;No hi ha causa mediata
2018S009408    ;No hi ha causa mediata
2018S003044    ;No hi ha causa mediata
2018S001307    ;No hi ha causa mediata
2018S007428    ;No hi ha causa mediata
2018S003142    ;No hi ha causa mediata
2018S000668    ;No hi ha causa mediata
2018S003730    ;Alcohol̬mia
2018S006352    ;No hi ha causa mediata
2018S004573    ;No hi ha causa mediata
2018S001127    ;No hi ha causa mediata
2018S007847    ;No hi ha causa mediata
2018S003605    ;No hi ha causa mediata
2018S007537    ;No hi ha causa mediata
2018S007667    ;No hi ha causa mediata
2018S009482    ;No hi ha causa mediata
2018S007185    ;No hi ha causa mediata
2018S009734    ;No hi ha causa mediata
2018S000261    ;No hi ha causa mediata
2018S008916    ;No hi ha causa mediata
2018S001104    ;No hi ha causa mediata
2018S004471    ;No hi ha causa mediata
2018S004008    ;No hi ha causa mediata
2018S003905    ;No hi ha causa mediata
2018S009772    ;No hi ha causa mediata
2018S009686    ;No hi ha causa mediata
2018S004033    ;No hi ha causa mediata
2018S002511    ;No hi ha causa mediata
2018S009438    ;No hi ha causa mediata
2018S002299    ;No hi ha causa mediata
2018S000398    ;No hi ha causa mediata
2018S003014    ;No hi ha causa mediata
2018S002849    ;No hi ha causa mediata
2018S009090    ;No hi ha causa mediata
2018S000699    ;No hi ha causa mediata
2018S005850    ;No hi ha causa mediata
2018S001512    ;No hi ha causa mediata
2018S009610    ;No hi ha causa mediata
2018S005937    ;No hi ha causa mediata
2018S002016    ;No hi ha causa mediata
2018S001934    ;No hi ha causa mediata
2018S005529    ;No hi ha causa mediata
2018S005810    ;No hi ha causa mediata
2018S008245    ;No hi ha causa mediata
2018S007332    ;No hi ha causa mediata
2018S007103    ;No hi ha causa mediata
2018S002509    ;No hi ha causa mediata
2018S004951    ;No hi ha causa mediata
2018S008648    ;No hi ha causa mediata
2018S005015    ;No hi ha causa mediata
2018S009426    ;No hi ha causa mediata
2018S008664    ;No hi ha causa mediata
2018S002086    ;No hi ha causa mediata
2018S003237    ;No hi ha causa mediata
2018S007333    ;No hi ha causa mediata
2018S000599    ;Alcohol̬mia
2018S002734    ;No hi ha causa mediata
2018S005293    ;No hi ha causa mediata
2018S007633    ;No hi ha causa mediata
2018S003112    ;Exc̩s de velocitat o inadequada
2018S009040    ;No hi ha causa mediata
2018S007077    ;No hi ha causa mediata
2018S002824    ;No hi ha causa mediata
2018S001731    ;No hi ha causa mediata
2018S000702    ;No hi ha causa mediata
2018S009740    ;Alcohol̬mia
2018S005495    ;No hi ha causa mediata
2018S004869    ;No hi ha causa mediata
2018S007734    ;No hi ha causa mediata
2018S007082    ;No hi ha causa mediata
2018S002253    ;No hi ha causa mediata
2018S004766    ;No hi ha causa mediata
2018S008267    ;Cal̤ada en mal estat
2018S007011    ;No hi ha causa mediata
2018S000670    ;No hi ha causa mediata
2018S002815    ;No hi ha causa mediata
2018S001485    ;No hi ha causa mediata
2018S005324    ;No hi ha causa mediata
2018S005370    ;No hi ha causa mediata
2018S007579    ;No hi ha causa mediata
2018S009621    ;No hi ha causa mediata
2018S001231    ;No hi ha causa mediata
2018S006122    ;No hi ha causa mediata
2018S000610    ;No hi ha causa mediata
2018S004922    ;No hi ha causa mediata
2018S003819    ;No hi ha causa mediata
2018S008171    ;No hi ha causa mediata
2018S000498    ;No hi ha causa mediata
2018S009111    ;Alcohol̬mia
2018S005843    ;No hi ha causa mediata
2018S005841    ;No hi ha causa mediata
2018S003865    ;Alcohol̬mia
2018S003943    ;No hi ha causa mediata
2018S006811    ;Exc̩s de velocitat o inadequada
2018S004568    ;No hi ha causa mediata
2018S000150    ;No hi ha causa mediata
2018S002362    ;No hi ha causa mediata
2018S009028    ;No hi ha causa mediata
2018S008571    ;No hi ha causa mediata
2018S007146    ;No hi ha causa mediata
2018S004794    ;No hi ha causa mediata
2018S003335    ;No hi ha causa mediata
2018S006981    ;No hi ha causa mediata
2018S004798    ;No hi ha causa mediata
2018S001729    ;No hi ha causa mediata
2018S007171    ;No hi ha causa mediata
2018S005673    ;No hi ha causa mediata
2018S003984    ;No hi ha causa mediata
2018S009178    ;No hi ha causa mediata
2018S000206    ;No hi ha causa mediata
2018S002611    ;No hi ha causa mediata
2018S006719    ;No hi ha causa mediata
2018S005705    ;No hi ha causa mediata
2018S005996    ;No hi ha causa mediata
2018S000008    ;No hi ha causa mediata
2018S006026    ;No hi ha causa mediata
2018S002095    ;No hi ha causa mediata
2018S008088    ;No hi ha causa mediata
2018S001273    ;No hi ha causa mediata
2018S002747    ;No hi ha causa mediata
2018S004403    ;No hi ha causa mediata
2018S009385    ;No hi ha causa mediata
2018S009820    ;No hi ha causa mediata
2018S006427    ;No hi ha causa mediata
2018S002381    ;No hi ha causa mediata
2018S001142    ;No hi ha causa mediata
2018S000785    ;No hi ha causa mediata
2018S006640    ;No hi ha causa mediata
2018S000339    ;No hi ha causa mediata
2018S000725    ;Alcohol̬mia
2018S001355    ;No hi ha causa mediata
2018S007486    ;No hi ha causa mediata
2018S005249    ;No hi ha causa mediata
2018S005247    ;No hi ha causa mediata
2018S005954    ;Alcohol̬mia
2018S001278    ;No hi ha causa mediata
2018S000579    ;Alcohol̬mia
2018S007098    ;No hi ha causa mediata
2018S006982    ;No hi ha causa mediata
2018S000915    ;No hi ha causa mediata
2018S006864    ;No hi ha causa mediata
2018S003483    ;No hi ha causa mediata
2018S003912    ;No hi ha causa mediata
2018S009139    ;No hi ha causa mediata
2018S007819    ;No hi ha causa mediata
2018S002456    ;No hi ha causa mediata
2018S001201    ;No hi ha causa mediata
2018S000295    ;No hi ha causa mediata
2018S004166    ;No hi ha causa mediata
2018S007644    ;No hi ha causa mediata
2018S004705    ;No hi ha causa mediata
2018S003643    ;No hi ha causa mediata
2018S002294    ;No hi ha causa mediata
2018S004908    ;No hi ha causa mediata
2018S001375    ;No hi ha causa mediata
2018S002552    ;No hi ha causa mediata
2018S009632    ;No hi ha causa mediata
2018S007019    ;No hi ha causa mediata
2018S005300    ;No hi ha causa mediata
2018S003827    ;No hi ha causa mediata
2018S002267    ;No hi ha causa mediata
2018S008902    ;No hi ha causa mediata
2018S009447    ;No hi ha causa mediata
2018S005351    ;No hi ha causa mediata
2018S005016    ;No hi ha causa mediata
2018S006936    ;No hi ha causa mediata
2018S000389    ;No hi ha causa mediata
2018S001756    ;Alcohol̬mia
2018S009775    ;No hi ha causa mediata
2018S000933    ;Alcohol̬mia
2018S001266    ;No hi ha causa mediata
2018S007365    ;No hi ha causa mediata
2018S004037    ;No hi ha causa mediata
2018S007552    ;No hi ha causa mediata
2018S005306    ;No hi ha causa mediata
2018S007817    ;No hi ha causa mediata
2018S000155    ;No hi ha causa mediata
2018S006918    ;No hi ha causa mediata
2018S003779    ;No hi ha causa mediata
2018S007988    ;No hi ha causa mediata
2018S004686    ;No hi ha causa mediata
2018S005159    ;No hi ha causa mediata
2018S009720    ;No hi ha causa mediata
2018S002189    ;No hi ha causa mediata
2018S002455    ;No hi ha causa mediata
2018S007360    ;Drogues o medicaments
2018S009333    ;No hi ha causa mediata
2018S008907    ;No hi ha causa mediata
2018S008797    ;No hi ha causa mediata
2018S005226    ;No hi ha causa mediata
2018S003656    ;No hi ha causa mediata
2018S008147    ;No hi ha causa mediata
2018S007306    ;No hi ha causa mediata
2018S002278    ;No hi ha causa mediata
2018S001969    ;Alcohol̬mia
2018S002562    ;No hi ha causa mediata
2018S004642    ;No hi ha causa mediata
2018S006624    ;No hi ha causa mediata
2018S007007    ;No hi ha causa mediata
2018S009640    ;No hi ha causa mediata
2018S004440    ;Exc̩s de velocitat o inadequada
2018S005541    ;No hi ha causa mediata
2018S008871    ;Cal̤ada en mal estat
2018S001391    ;No hi ha causa mediata
2018S006911    ;No hi ha causa mediata
2018S008877    ;No hi ha causa mediata
2018S008597    ;No hi ha causa mediata
2018S005686    ;No hi ha causa mediata
2018S002457    ;No hi ha causa mediata
2018S008953    ;No hi ha causa mediata
2018S003531    ;Alcohol̬mia
2018S005979    ;No hi ha causa mediata
2018S009375    ;Alcohol̬mia
2018S005369    ;No hi ha causa mediata
2018S008822    ;No hi ha causa mediata
2018S006475    ;No hi ha causa mediata
2018S000412    ;No hi ha causa mediata
2018S001613    ;No hi ha causa mediata
2018S003242    ;No hi ha causa mediata
2018S006906    ;No hi ha causa mediata
2018S008060    ;No hi ha causa mediata
2018S003472    ;No hi ha causa mediata
2018S007536    ;No hi ha causa mediata
2018S000811    ;No hi ha causa mediata
2018S007545    ;No hi ha causa mediata
2018S001513    ;No hi ha causa mediata
2018S002126    ;No hi ha causa mediata
2018S003188    ;No hi ha causa mediata
2018S000200    ;No hi ha causa mediata
2018S004741    ;No hi ha causa mediata
2018S007094    ;No hi ha causa mediata
2018S007390    ;No hi ha causa mediata
2018S001365    ;No hi ha causa mediata
2018S008275    ;No hi ha causa mediata
2018S007828    ;No hi ha causa mediata
2018S005043    ;No hi ha causa mediata
2018S006424    ;No hi ha causa mediata
2018S002910    ;No hi ha causa mediata
2018S004404    ;No hi ha causa mediata
2018S009140    ;No hi ha causa mediata
2018S008545    ;No hi ha causa mediata
2018S002840    ;No hi ha causa mediata
2018S004782    ;No hi ha causa mediata
2018S003144    ;No hi ha causa mediata
2018S008075    ;No hi ha causa mediata
2018S003023    ;Alcohol̬mia
2018S008121    ;No hi ha causa mediata
2018S005550    ;No hi ha causa mediata
2018S006944    ;No hi ha causa mediata
2018S006709    ;No hi ha causa mediata
2018S002009    ;No hi ha causa mediata
2018S002251    ;No hi ha causa mediata
2018S007659    ;No hi ha causa mediata
2018S004885    ;No hi ha causa mediata
2018S007841    ;No hi ha causa mediata
2018S006270    ;No hi ha causa mediata
2018S007393    ;No hi ha causa mediata
2018S005602    ;Cal̤ada en mal estat
2018S007118    ;No hi ha causa mediata
2018S002103    ;Drogues o medicaments
2018S003522    ;Alcohol̬mia
2018S003893    ;No hi ha causa mediata
2018S006219    ;No hi ha causa mediata
2018S002283    ;No hi ha causa mediata
2018S000133    ;No hi ha causa mediata
2018S002619    ;No hi ha causa mediata
2018S000991    ;No hi ha causa mediata
2018S001596    ;No hi ha causa mediata
2018S000140    ;No hi ha causa mediata
2018S000313    ;No hi ha causa mediata
2018S000233    ;No hi ha causa mediata
2018S001036    ;No hi ha causa mediata
2018S004996    ;Exc̩s de velocitat o inadequada
2018S005756    ;No hi ha causa mediata
2018S007514    ;No hi ha causa mediata
2018S003599    ;No hi ha causa mediata
2018S003602    ;No hi ha causa mediata
2018S000018    ;No hi ha causa mediata
2018S005643    ;No hi ha causa mediata
2018S003038    ;No hi ha causa mediata
2018S009181    ;No hi ha causa mediata
2018S002046    ;No hi ha causa mediata
2018S001806    ;No hi ha causa mediata
2018S004713    ;No hi ha causa mediata
2018S008280    ;No hi ha causa mediata
2018S004250    ;No hi ha causa mediata
2018S000058    ;No hi ha causa mediata
2018S006771    ;No hi ha causa mediata
2018S007425    ;No hi ha causa mediata
2018S009723    ;No hi ha causa mediata
2018S004638    ;No hi ha causa mediata
2018S006348    ;Alcohol̬mia
2018S000254    ;No hi ha causa mediata
2018S004819    ;No hi ha causa mediata
2018S008801    ;No hi ha causa mediata
2018S000495    ;No hi ha causa mediata
2018S001703    ;No hi ha causa mediata
2018S001453    ;No hi ha causa mediata
2018S005552    ;No hi ha causa mediata
2018S009031    ;No hi ha causa mediata
2018S007408    ;No hi ha causa mediata
2018S000205    ;No hi ha causa mediata
2018S001659    ;No hi ha causa mediata
2018S001330    ;Alcohol̬mia
2018S006910    ;No hi ha causa mediata
2018S007291    ;No hi ha causa mediata
2018S008592    ;No hi ha causa mediata
2018S005051    ;No hi ha causa mediata
2018S007066    ;No hi ha causa mediata
2018S007095    ;No hi ha causa mediata
2018S005151    ;No hi ha causa mediata
2018S008180    ;No hi ha causa mediata
2018S001511    ;No hi ha causa mediata
2018S006399    ;Drogues o medicaments
2018S002411    ;No hi ha causa mediata
2018S005535    ;No hi ha causa mediata
2018S008726    ;No hi ha causa mediata
2018S005671    ;Alcohol̬mia
2018S008787    ;Alcohol̬mia
2018S002285    ;No hi ha causa mediata
2018S006897    ;No hi ha causa mediata
2018S008840    ;No hi ha causa mediata
2018S002744    ;No hi ha causa mediata
2018S003692    ;Exc̩s de velocitat o inadequada
2018S006818    ;No hi ha causa mediata
2018S002992    ;No hi ha causa mediata
2018S000134    ;Alcohol̬mia
2018S009683    ;No hi ha causa mediata
2018S002203    ;No hi ha causa mediata
2018S000604    ;No hi ha causa mediata
2018S009188    ;No hi ha causa mediata
2018S007840    ;No hi ha causa mediata
2018S001620    ;No hi ha causa mediata
2018S001621    ;No hi ha causa mediata
2018S005883    ;No hi ha causa mediata
2018S000548    ;No hi ha causa mediata
2018S001222    ;No hi ha causa mediata
2018S004598    ;No hi ha causa mediata
2018S001230    ;No hi ha causa mediata
2018S002147    ;Alcohol̬mia
2018S005221    ;No hi ha causa mediata
2018S007187    ;No hi ha causa mediata
2018S002842    ;No hi ha causa mediata
2018S000230    ;No hi ha causa mediata
2018S003873    ;No hi ha causa mediata
2018S006190    ;No hi ha causa mediata
2018S008566    ;No hi ha causa mediata
2018S004286    ;No hi ha causa mediata
2018S007386    ;No hi ha causa mediata
2018S008351    ;No hi ha causa mediata
2018S005821    ;No hi ha causa mediata
2018S006194    ;No hi ha causa mediata
2018S003951    ;No hi ha causa mediata
2018S006852    ;No hi ha causa mediata
2018S001906    ;No hi ha causa mediata
2018S002658    ;No hi ha causa mediata
2018S007566    ;No hi ha causa mediata
2018S001124    ;No hi ha causa mediata
2018S004521    ;No hi ha causa mediata
2018S003754    ;No hi ha causa mediata
2018S008488    ;No hi ha causa mediata
2018S006498    ;No hi ha causa mediata
2018S005936    ;No hi ha causa mediata
2018S000163    ;No hi ha causa mediata
2018S006227    ;No hi ha causa mediata
2018S005789    ;No hi ha causa mediata
2018S001504    ;No hi ha causa mediata
2018S009156    ;No hi ha causa mediata
2018S008906    ;No hi ha causa mediata
2018S002665    ;Alcohol̬mia
2018S009783    ;No hi ha causa mediata
2018S003493    ;No hi ha causa mediata
2018S008850    ;No hi ha causa mediata
2018S009440    ;No hi ha causa mediata
2018S000910    ;No hi ha causa mediata
2018S006268    ;No hi ha causa mediata
2018S001623    ;No hi ha causa mediata
2018S004650    ;No hi ha causa mediata
2018S002667    ;No hi ha causa mediata
2018S003631    ;No hi ha causa mediata
2018S000235    ;No hi ha causa mediata
2018S006686    ;No hi ha causa mediata
2018S009550    ;No hi ha causa mediata
2018S002002    ;No hi ha causa mediata
2018S009082    ;No hi ha causa mediata
2018S009087    ;No hi ha causa mediata
2018S005340    ;No hi ha causa mediata
2018S000842    ;No hi ha causa mediata
2018S009457    ;No hi ha causa mediata
2018S004569    ;No hi ha causa mediata
2018S007001    ;No hi ha causa mediata
2018S009102    ;No hi ha causa mediata
2018S005726    ;No hi ha causa mediata
