"CODI_VIA","CODI_CARRER_INE","TIPUS_VIA","NOM_OFICIAL","NOM_CURT","NRE_MIN","NRE_MAX"
"176700","02014","C","Carrer del Llorer","Llorer","",""
"176801","02015","C","Carrer de Roger de Llúria","Roger de Llúria","",""
"176903","02016","C","Carrer dels Safareigs","Safareigs","",""
"176914","02017","C","Carrer de Labèrnia","Labèrnia","",""
"177101","02018","Via","Via Laietana","Via Laietana","",""
"177203","02019","C","Carrer del Llatzeret","Llatzeret","",""
"177305","02020","C","Carrer de la Lleialtat","Lleialtat","",""
"177407","02021","C","Carrer de la Legalitat","Legalitat","",""
"177509","02022","C","Carrer de Legazpi","Legazpi","",""
"177702","02023","C","Carrer del Lleó","Lleó","",""
"177804","02024","Ptge","Passatge de León","Ptge León","",""
"177906","02025","C","Carrer de Lleó XIII","Lleó XIII","",""
